"articulo_wikipedia","link_completo","links"
"Mariano Riva Palacio","http://historiamexicana.colmex.mx/pdf/13/art_13_1868_15992.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1868_15992.pdf "
"Discusión:Inmigración en México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Inmigración en México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Demografía de México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Discusión:Demografía de México","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16335.pdf "
"Elías Trabulse","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf "
"Discusión:Elías Trabulse","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_1938_16339.pdf "
"José María Quirós","http://historiamexicana.colmex.mx/pdf/13/art_13_2002_16637.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2002_16637.pdf "
"Discusión:Academia Mexicana de la Historia","http://historiamexicana.colmex.mx/pdf/13/art_13_2072_18021.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2072_18021.pdf "
"Historia de Veracruz de Ignacio de la Llave","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf "
"Discusión:Historia de Veracruz de Ignacio de la Llave","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2077_18078.pdf "
"Wikipedia:Tablón de anuncios de los bibliotecarios/Portal/Archivo/3RR/2011/01","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Wikipedia:Consultas de borrado/Ejército Real de la Nueva España (Revolución hispanoamericana)","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Ejército Realista en Nueva España","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Discusión:Ejército Realista en Nueva España","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Wikipedia:Tablón de anuncios de los bibliotecarios/Portal/Archivo/3RR/2011/01","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdfsu ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdfsu "
"Usuario:Domenico/Taller","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Usuario:Durero/Noviembre - Diciembre 2010","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf ","http://historiamexicana.colmex.mx/pdf/13/art_13_2106_18372.pdf "
"Porfirio Díaz","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?autor=47850 ","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?autor=47850 "
"Discusión:Porfirio Díaz","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?autor=47850 ","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?autor=47850 "
"Usuario:Ángel Luis Alfaro/artículos","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?titulo=48359 ","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?titulo=48359 "
"Discusión:Intervención estadounidense en México/Toda la discusión previa al 2 semestre de 2009","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?tema=47589 ","http://historiamexicana.colmex.mx/resultados_busqueda.jsp?tema=47589 "
"Martha Delgado Peralta","http://www.lead.colmex.mx/ ","http://www.lead.colmex.mx/ "
"Dialectos del idioma español en México","http://lef.colmex.mx/ ","http://lef.colmex.mx/ "
"Alfabeto fonético de la RFE","http://lef.colmex.mx/Sociolinguistica/Cambio%20y%20variacion/B%204%20-%20ALFABETO%20FONETICO.pdf ","http://lef.colmex.mx/Sociolinguistica/Cambio%20y%20variacion/B%204%20-%20ALFABETO%20FONETICO.pdf "
"Lenguas de México","http://lef.colmex.mx/Sociolinguistica/Cambio%20y%20variacion/La%20division%20dialectal%20del%20espanol%20mexicano.pdf ","http://lef.colmex.mx/Sociolinguistica/Cambio%20y%20variacion/La%20division%20dialectal%20del%20espanol%20mexicano.pdf "
"Pedro Martín Butragueño","http://lef.colmex.mx/Sociolinguistica/Cambio%20y%20variacion/publicaciones.htm ","http://lef.colmex.mx/Sociolinguistica/Cambio%20y%20variacion/publicaciones.htm "
"Atlas lingüístico de México","http://lef.colmex.mx/index.php/investigaciones/atlas-lingueistico-de-mexico ","http://lef.colmex.mx/index.php/investigaciones/atlas-lingueistico-de-mexico "
"Pedro Martín Butragueño","http://lef.colmex.mx/index.php/investigaciones/cambio-variacion ","http://lef.colmex.mx/index.php/investigaciones/cambio-variacion "
"Pedro Martín Butragueño","http://lef.colmex.mx/index.php/investigaciones/cambio-variacion/trabajos-generales ","http://lef.colmex.mx/index.php/investigaciones/cambio-variacion/trabajos-generales "
"Pedro Martín Butragueño","http://lef.colmex.mx/index.php/investigaciones/publicaciones/ ","http://lef.colmex.mx/index.php/investigaciones/publicaciones/ "
"Raúl Ávila","http://libros.colmex.mx/index.php/component/zoo/item/te-la-sabes ","http://libros.colmex.mx/index.php/component/zoo/item/te-la-sabes "
"Wikipedia:Consultas de borrado/Anexo:Cronología de la minorización del idioma catalán en España y Francia","http://libros.colmex.mx/index.php/historias-minimas/item/historia-minima-de-la-lengua-espanola ","http://libros.colmex.mx/index.php/historias-minimas/item/historia-minima-de-la-lengua-espanola "
"Usuario discusión:Correogsk","http://libros.colmex.mx/index.php/historias-minimas/item/historia-minima-de-la-lengua-espanola ","http://libros.colmex.mx/index.php/historias-minimas/item/historia-minima-de-la-lengua-espanola "
"Matilde González-Izás","http://libros.colmex.mx/index.php/historias-minimas/item/modernizacion-capitalista-racismo-y-violencia-guatemala-1750-1930 ","http://libros.colmex.mx/index.php/historias-minimas/item/modernizacion-capitalista-racismo-y-violencia-guatemala-1750-1930 "
"Críticas al marxismo","http://libros.colmex.mx/index.php/novedades-editoriales/item/max-weber-y-la-guerra-academica-de-los-cien-anos ","http://libros.colmex.mx/index.php/novedades-editoriales/item/max-weber-y-la-guerra-academica-de-los-cien-anos "
"El Colegio de México","http://lingmex.colmex.mx/ ","http://lingmex.colmex.mx/ "
"Leopoldo Valiñas Coalla","http://lingmex.colmex.mx/ ","http://lingmex.colmex.mx/ "
"Claudia Parodi","http://lingmex.colmex.mx/ ","http://lingmex.colmex.mx/ "
"Leopoldo Valiñas Coalla","http://lingmex.colmex.mx/busquedas/index.aspx?p=1&c=1756&b=%20:::Autor:::%20Vali%C3%B1as%20Coalla,%20Leopoldo ","http://lingmex.colmex.mx/busquedas/index.aspx?p=1&c=1756&b=%20:::Autor:::%20Vali%C3%B1as%20Coalla,%20Leopoldo "
"Discusión:Leopoldo Valiñas Coalla","http://lingmex.colmex.mx/busquedas/index.aspx?p=1&c=1756&b=%20:::Autor:::%20Vali%C3%B1as%20Coalla,%20Leopoldo ","http://lingmex.colmex.mx/busquedas/index.aspx?p=1&c=1756&b=%20:::Autor:::%20Vali%C3%B1as%20Coalla,%20Leopoldo "
"Etnociencia","http://lingmex.colmex.mx/index.php/indices/tesis ","http://lingmex.colmex.mx/index.php/indices/tesis "
"Joaquín María del Castillo y Lanzas","http://memoriasdehacienda.colmex.mx/index.php/121 ","http://memoriasdehacienda.colmex.mx/index.php/121 "
"Discusión:Joaquín María del Castillo y Lanzas","http://memoriasdehacienda.colmex.mx/index.php/121 ","http://memoriasdehacienda.colmex.mx/index.php/121 "
"Francisco Landero y Cos","http://memoriasdehacienda.colmex.mx/index.php/164 ","http://memoriasdehacienda.colmex.mx/index.php/164 "
"Rafael Mangino y Mendívil","http://memoriasdehacienda.colmex.mx/index.php/178 ","http://memoriasdehacienda.colmex.mx/index.php/178 "
"Rafael Pérez Maldonado","http://memoriasdehacienda.colmex.mx/index.php/198 ","http://memoriasdehacienda.colmex.mx/index.php/198 "
"Manuel Piña y Cuevas","http://memoriasdehacienda.colmex.mx/index.php/200 ","http://memoriasdehacienda.colmex.mx/index.php/200 "
"Francisco María Lombardo","http://memoriasdehacienda.colmex.mx/index.php/45 ","http://memoriasdehacienda.colmex.mx/index.php/45 "
"Anexo:Gabinete de Anastasio Bustamante","http://memoriasdehacienda.colmex.mx/mhwp/?page_id=7735 ","http://memoriasdehacienda.colmex.mx/mhwp/?page_id=7735 "
"Anexo:Gabinete de Anastasio Bustamante","http://memoriasdehacienda.colmex.mx/mhwp/?page_id=7737 ","http://memoriasdehacienda.colmex.mx/mhwp/?page_id=7737 "
"Usuario:SPQRes/Lista de diccionarios","http://mezcal.colmex.mx/Scripts/Dem/principal.htm ","http://mezcal.colmex.mx/Scripts/Dem/principal.htm "
"Discusión:Español mexicano","http://mezcal.colmex.mx/Scripts/Dem/principal.htm ","http://mezcal.colmex.mx/Scripts/Dem/principal.htm "
"Usuario:Botx/Lista de enlaces externos rotos 3 pag","http://mezcal.colmex.mx/dem/ ","http://mezcal.colmex.mx/dem/ "
"Usuario:Botx/Lista de enlaces externos rotos 8 pag","http://mezcal.colmex.mx/historiadores/ponencias/121.pdf ","http://mezcal.colmex.mx/historiadores/ponencias/121.pdf "
"Zuo Zhuan","http://mezcal.colmex.mx/zuozhuan_2003/Scripts/cuenta.idc ","http://mezcal.colmex.mx/zuozhuan_2003/Scripts/cuenta.idc "
"Discusión:Zuo Zhuan","http://mezcal.colmex.mx/zuozhuan_2003/Scripts/cuenta.idc ","http://mezcal.colmex.mx/zuozhuan_2003/Scripts/cuenta.idc "
"Liga Comunista 23 de Septiembre","http://movimientosarmados.colmex.mx/ ","http://movimientosarmados.colmex.mx/ "
"Liga Comunista 23 de Septiembre","http://movimientosarmados.colmex.mx/items/show/924 ","http://movimientosarmados.colmex.mx/items/show/924 "
"La Lectura","http://nrfh.colmex.mx/index.php/nrfh/article/view/2617 ","http://nrfh.colmex.mx/index.php/nrfh/article/view/2617 "
"Kenichi Ohmae","http://oia.colmex.mx/index.php?option=com_k2&view=item&id=25:universidad-de-hitotsubashi ","http://oia.colmex.mx/index.php?option=com_k2&view=item&id=25:universidad-de-hitotsubashi "
"Discusión:Kenichi Ohmae","http://oia.colmex.mx/index.php?option=com_k2&view=item&id=25:universidad-de-hitotsubashi ","http://oia.colmex.mx/index.php?option=com_k2&view=item&id=25:universidad-de-hitotsubashi "
"Expropiación del petróleo en México","http://petroleo.colmex.mx/images/stories/archivos/misc/cronica_petroleo_mexico.pdf ","http://petroleo.colmex.mx/images/stories/archivos/misc/cronica_petroleo_mexico.pdf "
"Antonio del Castillo Patiño","http://petroleo.colmex.mx/index.php/component/content/article/54 ","http://petroleo.colmex.mx/index.php/component/content/article/54 "
"Estudios de género","http://piem.colmex.mx","http://piem.colmex.mx "
"Wikipedia:Encuentros/Editatón: Haciendo y deshaciendo el género","http://piem.colmex.mx","http://piem.colmex.mx/ "
"Revolución mexicana","http://precesam.colmex.mx/images/secundaria/seminarios/Taller_ENHRUM/11proyColmex.pdf ","http://precesam.colmex.mx/images/secundaria/seminarios/Taller_ENHRUM/11proyColmex.pdf "
"Discusión:Revolución mexicana","http://precesam.colmex.mx/images/secundaria/seminarios/Taller_ENHRUM/11proyColmex.pdf ","http://precesam.colmex.mx/images/secundaria/seminarios/Taller_ENHRUM/11proyColmex.pdf "
"Pilar Gonzalbo Aizpuru","http://pred.colmex.mx ","http://pred.colmex.mx "
"Raúl Zambrano","http://proyectos.colmex.mx/publicaciones/poster/trip_2013b.pdf ","http://proyectos.colmex.mx/publicaciones/poster/trip_2013b.pdf "
"Discusión:Raúl Zambrano","http://proyectos.colmex.mx/publicaciones/poster/trip_2013b.pdf ","http://proyectos.colmex.mx/publicaciones/poster/trip_2013b.pdf "
"Antonio de Mier y Celis","http://revdig.colmex.mx/colmexHM/sistema/archivos/procesados/04-016-1955-0506.pdf ","http://revdig.colmex.mx/colmexHM/sistema/archivos/procesados/04-016-1955-0506.pdf "
"Discusión:Antonio de Mier y Celis","http://revdig.colmex.mx/colmexHM/sistema/archivos/procesados/04-016-1955-0506.pdf ","http://revdig.colmex.mx/colmexHM/sistema/archivos/procesados/04-016-1955-0506.pdf "
"El Colegio de México","http://revistas.colmex.mx/ ","http://revistas.colmex.mx/ "
"Sebastián de Vivanco","http://revistas.colmex.mx/revistas/13/art_13_1107_8313.pdf ","http://revistas.colmex.mx/revistas/13/art_13_1107_8313.pdf "
"Maximino Martínez","http://revistas.colmex.mx/revistas/13/art_13_1205_9185.pdf ","http://revistas.colmex.mx/revistas/13/art_13_1205_9185.pdf "
"Discusión:Maximino Martínez","http://revistas.colmex.mx/revistas/13/art_13_1205_9185.pdf ","http://revistas.colmex.mx/revistas/13/art_13_1205_9185.pdf "
"Discusión:Fascismo","http://revistas.colmex.mx/revistas/7/art_7_905_6194.pdf ","http://revistas.colmex.mx/revistas/7/art_7_905_6194.pdf "
"Discusión:San Pedro de los Pinos","http://revistas.colmex.mx/revistas/8/art_8_735_4593.pdf ","http://revistas.colmex.mx/revistas/8/art_8_735_4593.pdf "
"Guido Gómez de Silva","http://revistas.colmex.mx/revistas/9/art_9_706_3996.pdf ","http://revistas.colmex.mx/revistas/9/art_9_706_3996.pdf "
"Usuario discusión:Gustronico/Archivo 2009","http://revistas.colmex.mx/revistas/9/art_9_707_4015.pdf ","http://revistas.colmex.mx/revistas/9/art_9_707_4015.pdf "
"Discusión:Aurora Cáceres Moreno","http://revistas.colmex.mx/revistas/9/art_9_707_4024.pdf ","http://revistas.colmex.mx/revistas/9/art_9_707_4024.pdf "
"Alto Perú","http://shial.colmex.mx/textos/EstherAyllon.pdf ","http://shial.colmex.mx/textos/EstherAyllon.pdf "
"Manuel Calero y Sierra","http://shial.colmex.mx/textos/Juan_Signoret.pdf ","http://shial.colmex.mx/textos/Juan_Signoret.pdf "
"Carlos Pereyra","http://shial.colmex.mx/textos/pereyra.pdf ","http://shial.colmex.mx/textos/pereyra.pdf "
"Idioma suajili","http://swahili.colmex.mx/ ","http://swahili.colmex.mx/ "
"Alcabalas en Nueva España","http://tesis.colmex.mx/detalles/?doc_number=000333434&busqueda=Valle%20Pav%C3%B3n,%20Guillermina%20del ","http://tesis.colmex.mx/detalles/?doc_number=000333434&busqueda=Valle%20Pav%C3%B3n,%20Guillermina%20del "
"Alcabalas en Nueva España","http://tesis.colmex.mx/detalles/?doc_number=000333434&busqueda=Valle%2520Pav%25C3%25B3n,%2520Guillermina%2520del ","http://tesis.colmex.mx/detalles/?doc_number=000333434&busqueda=Valle%2520Pav%25C3%25B3n,%2520Guillermina%2520del "
"El Colegio de la Frontera Norte","http://www.colmex.mx","http://www.colmex.mx/ "
"Fernando Escalante Gonzalbo","http://www.colmex.mx","http://www.colmex.mx "
"El Colegio de México","http://www.colmex.mx","http://www.colmex.mx/ "
"Sergio Aguayo Quezada","http://www.colmex.mx","http://www.colmex.mx/ "
"Wikipedia:Encuentros/Editatón Louis Pouzin, tercer inventor de internet","http://www.colmex.mx","http://www.colmex.mx/ "
"El Colegio de México","http://www.colmex.mx","http://www.colmex.mx "
"Javier Garciadiego","http://www.colmex.mx/PDFs/GARCIADIEGO.pdf ","http://www.colmex.mx/PDFs/GARCIADIEGO.pdf "
"Elegías de Duino","http://www.colmex.mx/PDFs/boletines/boletin102.pdf ","http://www.colmex.mx/PDFs/boletines/boletin102.pdf "
"Carlos Marichal Salinas","http://www.colmex.mx/academicos/ceh/carlosmarichal/ ","http://www.colmex.mx/academicos/ceh/carlosmarichal/ "
"Discusión:Carlos Marichal Salinas","http://www.colmex.mx/academicos/ceh/carlosmarichal/ ","http://www.colmex.mx/academicos/ceh/carlosmarichal/ "
"Ignacio Alas","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index.php/110 ","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index.php/110 "
"Francisco Mejía Escalada","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index/184%7CBiograf%C3%ADa, ","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index/184%7CBiograf%C3%ADa, "
"Discusión:Francisco Mejía Escalada","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index/184 ","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index/184 "
"Discusión:Ignacio Alas","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index.php/110 ","http://www.colmex.mx/academicos/ceh/carlosmarichal/hacienda/index.php/110 "
"Historia económica de México","http://www.colmex.mx/academicos/ceh/kuntz/images/colaboraciones/ortiz.pdf ","http://www.colmex.mx/academicos/ceh/kuntz/images/colaboraciones/ortiz.pdf "
"Raúl Ávila","http://www.colmex.mx/academicos/cell/ravila/ ","http://www.colmex.mx/academicos/cell/ravila/ "
"Wikipedia:Café/Archivo/2010/Agosto","http://www.colmex.mx/academicos/cell/ravila/index.htm ","http://www.colmex.mx/academicos/cell/ravila/index.htm "
"Wikipedia:Café/Portal/Archivo/Políticas/2010/08","http://www.colmex.mx/academicos/cell/ravila/index.htm ","http://www.colmex.mx/academicos/cell/ravila/index.htm "
"Lenguas de México","http://www.colmex.mx/alim/ ","http://www.colmex.mx/alim/ "
"Discusión:Lenguas amerindias","http://www.colmex.mx/alim/ ","http://www.colmex.mx/alim/ "
"El Colegio de México","http://www.colmex.mx/archivo-historico/ ","http://www.colmex.mx/archivo-historico/ "
"Elvira Gascón","http://www.colmex.mx/archivo-historico/index.php/cuadros/129 ","http://www.colmex.mx/archivo-historico/index.php/cuadros/129 "
"Efraín Buenrostro Ochoa","http://www.colmex.mx/ceh/petroleo/e107_files/misc/organizacion/organizacion_1.swf ","http://www.colmex.mx/ceh/petroleo/e107_files/misc/organizacion/organizacion_1.swf "
"Discusión:Efraín Buenrostro Ochoa","http://www.colmex.mx/ceh/petroleo/e107_files/misc/organizacion/organizacion_1.swf ","http://www.colmex.mx/ceh/petroleo/e107_files/misc/organizacion/organizacion_1.swf "
"El Colegio de México","http://www.colmex.mx/centros/ceh/revistahistoria/ ","http://www.colmex.mx/centros/ceh/revistahistoria/ "
"Historia de la vida cotidiana","http://www.colmex.mx/centros/ceh/sem-vida-cotidiana.htm ","http://www.colmex.mx/centros/ceh/sem-vida-cotidiana.htm "
"Usuario:Botx/Lista de enlaces externos rotos 5 pag","http://www.colmex.mx/centros/cei/Paginas ","http://www.colmex.mx/centros/cei/Paginas "
"Lorenzo Meyer","http://www.colmex.mx/centros/cei/Paginas%20profesores/meyer.htm ","http://www.colmex.mx/centros/cei/Paginas%20profesores/meyer.htm "
"Discusión:Lorenzo Meyer","http://www.colmex.mx/centros/cei/Paginas%20profesores/meyer.htm ","http://www.colmex.mx/centros/cei/Paginas%20profesores/meyer.htm "
"Discusión:Historiografía/Candidatura a destacado","http://www.colmex.mx/docencia/detalle_grados.jsp?id_grado=16&id_detalle_grado=92&desc_detalle_grado=Cuerpo%20docente ","http://www.colmex.mx/docencia/detalle_grados.jsp?id_grado=16&id_detalle_grado=92&desc_detalle_grado=Cuerpo%20docente "
"Wikipedia:Artículos solicitados/Solicitudes/Biografías","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf ","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf "
"Wikipedia:Artículos solicitados/Solicitudes/Sociedad","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf ","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf "
"Wikipedia:Artículos solicitados","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf ","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf "
"Wikipedia:Artículos solicitados/Solicitudes/Respaldo","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf ","http://www.colmex.mx/images/candidatos2015/alvarado-mendoza-arturo/c-v.pdf "
"El Colegio de México","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 "
"Historia de la ciencia y la tecnología en México","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 "
"Andrés Lira González","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 "
"El Colegio de México","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 "
"Discusión:Andrés Lira González","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 "
"Discusión:El Colegio de México","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 "
"Discusión:El Colegio de México","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=57&Itemid=89 "
"Discusión:Historia de la ciencia y la tecnología en México","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 ","http://www.colmex.mx/index.php?option=com_content&view=article&id=44&Itemid=86 "
"El Colegio de México","http://www.colmex.mx/index.php?searchword=Javier+Garciadiego&ordering=&searchphrase=all&Itemid=1&option=com_search ","http://www.colmex.mx/index.php?searchword=Javier+Garciadiego&ordering=&searchphrase=all&Itemid=1&option=com_search "
"Jean Bourgeois-Pichat","http://www.colmex.mx/info_gen/catedras/Bourgeois-Pichat/Bourgeois-Pichat.htm ","http://www.colmex.mx/info_gen/catedras/Bourgeois-Pichat/Bourgeois-Pichat.htm "
"El Colegio de México","http://www.colmex.mx/info_gen/catedras/humboldt/index.htm ","http://www.colmex.mx/info_gen/catedras/humboldt/index.htm "
"Soledad Loaeza","http://www.colmex.mx/info_gen/premios2003.htm ","http://www.colmex.mx/info_gen/premios2003.htm "
"El Colegio de México","http://www.colmex.mx/informacion_general/profesores_emeritos?locale=sp ","http://www.colmex.mx/informacion_general/profesores_emeritos?locale=sp "
"Pandemia de gripe A (H1N1) de 2009-2010 en México","http://www.colmex.mx/noticias/influenza-colmex.htm ","http://www.colmex.mx/noticias/influenza-colmex.htm "
"Festival de Avándaro","http://www.colmex.mx/pdf/historiaminima.pdf ","http://www.colmex.mx/pdf/historiaminima.pdf "
"Benito Juárez","http://www.colmex.mx/pdf/historiaminima.pdf ","http://www.colmex.mx/pdf/historiaminima.pdf "
"Discusión:Festival de Avándaro","http://www.colmex.mx/pdf/historiaminima.pdf ","http://www.colmex.mx/pdf/historiaminima.pdf "
"Discusión:Benito Juárez","http://www.colmex.mx/pdf/historiaminima.pdf ","http://www.colmex.mx/pdf/historiaminima.pdf "
